"X","cig_tax","female_leg","liberal","dem_gov","healthspendpc","state","year"
1450,1.90648,26,30.225212,1,9.278,"Massachusetts",2009
1451,1.92172,25,21.033266,1,6.618,"Michigan",2009
1452,1.15517,34.8,20.5039,0,7.409,"Minnesota",2009
1453,0.197626,14.4,16.43732,0,6.571,"Mississippi",2009
1454,0.168387,21.3,18.530287,1,6.967,"Missouri",2009
1455,1.66321,26,19.83962,1,6.64,"Montana",2009
1456,0.626032,20.4,15.59691,0,7.048,"Nebraska",2009
1457,0.718727,31.7,23.77997,0,5.735,"Nevada",2009
1458,1.08658,37.5,24.106871,1,7.839,"New Hampshire",2009
1459,2.00408,30,25.311051,1,7.583,"New Jersey",2009
1460,0.882312,30.4,25.930024,1,6.651,"New Mexico",2009
1461,2.23186,24.5,28.748894,1,8.341,"New York",2009
1462,0.361689,25.9,17.902333,1,6.444,"North Carolina",2009
1463,0.434877,16.3,16.578958,0,7.749,"North Dakota",2009
1464,1.22248,21.2,19.46621,1,7.076,"Ohio",2009
1465,1.12483,11.4,12.069774,1,6.532,"Oklahoma",2009
1466,1.05059,26.7,24.295079,1,6.58,"Oregon",2009
1467,1.19748,14.6,22.533724,1,7.73,"Pennsylvania",2009
1468,2.01105,22.1,28.695035,0,8.309,"Rhode Island",2009
1469,0.073761,10,17.124336,0,6.323,"South Carolina",2009
1470,1.5068,20,16.478772,0,7.056,"South Dakota",2009
1471,0.655505,18.2,15.225459,1,6.411,"Tennessee",2009
1472,1.53306,23.8,15.725634,0,5.924,"Texas",2009
1473,0.626863,22.1,14.813177,0,5.031,"Utah",2009
1474,1.68103,37.2,29.732571,0,7.635,"Vermont",2009
1475,0.29767,17.1,18.833849,1,6.286,"Virginia",2009
1476,1.74675,32.7,25.835913,1,6.782,"Washington",2009
1477,0.598304,16.4,14.70678,1,0.0755297,"West Virginia",2009
1478,1.6963,22,20.867108,1,7.233,"Wisconsin",2009
1479,0.578975,16.7,14.462259,1,7.04,"Wyoming",2009
1480,0.447669,12.9,12.992074,0,NA,"Alabama",2010
1481,1.73988,21.7,15.694003,0,NA,"Alaska",2010
1482,1.87542,32.2,16.789667,0,NA,"Arizona",2010
1483,1.23642,23,12.535939,1,NA,"Arkansas",2010
1484,0.693634,26.7,26.288578,0,NA,"California",2010
1485,0.713093,38,21.018733,1,NA,"Colorado",2010
1486,2.28627,32.1,24.751806,0,NA,"Connecticut",2010
1487,1.51707,25.8,49.707647,1,NA,"Delaware",2010
1488,NA,NA,22.486569,NA,NA,"District of Columbia",2010
1489,1.36956,23.8,17.389867,0,NA,"Florida",2010
1490,0.374785,19.5,16.568472,0,NA,"Georgia",2010
1491,1.83208,32.9,33.405134,0,NA,"Hawaii",2010
1492,0.544701,25.7,12.499195,0,NA,"Idaho",2010
1493,0.904696,28.2,23.323854,1,NA,"Illinois",2010
1494,0.966004,21.3,16.38611,0,NA,"Indiana",2010
1495,1.32897,23.3,18.603368,1,NA,"Iowa",2010
1496,0.76851,30.3,13.810391,1,NA,"Kansas",2010
1497,0.630947,15.9,13.070703,1,NA,"Kentucky",2010
1498,0.377564,16,13.858163,0,NA,"Louisiana",2010
1499,1.71592,29,22.18895,1,NA,"Maine",2010
1500,1.87383,31.4,24.972761,1,NA,"Maryland",2010
1501,1.87646,25.5,26.583587,1,NA,"Massachusetts",2010
1502,1.89146,25,20.296204,1,NA,"Michigan",2010
1503,1.13697,34.8,19.272432,0,NA,"Minnesota",2010
1504,0.734832,14.4,14.890095,0,NA,"Mississippi",2010
1505,0.165735,22.3,16.421278,1,NA,"Missouri",2010
1506,1.63702,26,16.331516,1,NA,"Montana",2010
1507,0.616174,20.4,13.547023,0,NA,"Nebraska",2010
1508,0.707409,31.7,21.009912,0,NA,"Nevada",2010
1509,1.43131,36.8,20.680396,1,NA,"New Hampshire",2010
1510,2.06827,28.3,24.229679,0,NA,"New Jersey",2010
1511,0.868417,30.4,22.019583,1,NA,"New Mexico",2010
1512,2.19671,24.1,27.282264,1,NA,"New York",2010
1513,0.457705,25.9,17.354996,1,NA,"North Carolina",2010
1514,0.428028,16.3,14.291688,0,NA,"North Dakota",2010
1515,1.20323,22,18.223593,1,NA,"Ohio",2010
1516,1.10712,11.4,11.278444,1,NA,"Oklahoma",2010
1517,1.03405,28.9,22.026774,1,NA,"Oregon",2010
1518,1.39688,15.4,20.468844,1,NA,"Pennsylvania",2010
1519,2.784,22.1,26.838442,0,NA,"Rhode Island",2010
1520,0.072599,10,15.385854,0,NA,"South Carolina",2010
1521,1.48307,20,14.48839,0,NA,"South Dakota",2010
1522,0.645182,18.9,13.576244,1,NA,"Tennessee",2010
1523,1.50892,23.8,14.941949,0,NA,"Texas",2010
1524,0.616992,22.1,11.67468,0,NA,"Utah",2010
1525,1.86242,37.2,28.594451,0,NA,"Vermont",2010
1526,0.292982,19.3,19.21796,1,NA,"Virginia",2010
1527,1.71924,32.7,23.030034,1,NA,"Washington",2010
1528,0.588882,16.4,12.518418,1,NA,"West Virginia",2010
1529,2.37704,22,19.336539,1,NA,"Wisconsin",2010
1530,0.569857,16.7,11.076514,1,NA,"Wyoming",2010
1531,0.433788,13.6,NA,0,NA,"Alabama",2011
1532,1.68593,23.3,NA,0,NA,"Alaska",2011
1533,1.81727,34.4,NA,0,NA,"Arizona",2011
1534,1.19808,22.2,NA,1,NA,"Arkansas",2011
1535,0.672126,28.3,NA,1,NA,"California",2011
1536,0.690982,41,NA,1,NA,"Colorado",2011
1537,2.51076,29.9,NA,1,NA,"Connecticut",2011
1538,1.47003,25.8,NA,1,NA,"Delaware",2011
1539,NA,NA,NA,NA,NA,"District of Columbia",2011
1540,1.32709,25.6,NA,0,NA,"Florida",2011
1541,0.363164,23.7,NA,0,NA,"Georgia",2011
1542,2.18495,34.2,NA,1,NA,"Hawaii",2011
1543,0.527811,27.6,NA,0,NA,"Idaho",2011
1544,0.876644,31.1,NA,1,NA,"Illinois",2011
1545,0.936051,21.3,NA,0,NA,"Indiana",2011
1546,1.28776,21.3,NA,0,NA,"Iowa",2011
1547,0.74468,27.3,NA,0,NA,"Kansas",2011
1548,0.611382,18.8,NA,1,NA,"Kentucky",2011
1549,0.365857,16,NA,0,NA,"Louisiana",2011
1550,1.66271,29,NA,0,NA,"Maine",2011
1551,1.81573,30.9,NA,1,NA,"Maryland",2011
1552,1.81827,24.5,NA,1,NA,"Massachusetts",2011
1553,1.83281,20.9,NA,0,NA,"Michigan",2011
1554,1.10172,31.3,NA,1,NA,"Minnesota",2011
1555,0.712046,14.9,NA,0,NA,"Mississippi",2011
1556,0.160596,23.9,NA,1,NA,"Missouri",2011
1557,1.58626,24,NA,1,NA,"Montana",2011
1558,0.597068,22.4,NA,0,NA,"Nebraska",2011
1559,0.685473,28.6,NA,0,NA,"Nevada",2011
1560,1.30902,24.8,NA,1,NA,"New Hampshire",2011
1561,2.00414,28.3,NA,0,NA,"New Jersey",2011
1562,1.53502,26.8,NA,0,NA,"New Mexico",2011
1563,3.36705,21.2,NA,1,NA,"New York",2011
1564,0.443512,22.4,NA,1,NA,"North Carolina",2011
1565,0.414756,14.9,NA,0,NA,"North Dakota",2011
1566,1.16592,22.7,NA,0,NA,"Ohio",2011
1567,1.07279,12.8,NA,0,NA,"Oklahoma",2011
1568,1.00199,27.8,NA,1,NA,"Oregon",2011
1569,1.35357,17.4,NA,0,NA,"Pennsylvania",2011
1570,2.69768,25.7,NA,0.5,NA,"Rhode Island",2011
1571,0.572836,9.4,NA,0,NA,"South Carolina",2011
1572,1.43708,20,NA,0,NA,"South Dakota",2011
1573,0.625177,18.2,NA,0,NA,"Tennessee",2011
1574,1.46213,21,NA,0,NA,"Texas",2011
1575,1.46239,17.3,NA,0,NA,"Utah",2011
1576,2.11082,38.3,NA,1,NA,"Vermont",2011
1577,0.283898,19.3,NA,0,NA,"Virginia",2011
1578,2.48861,32,NA,1,NA,"Washington",2011
1579,0.570622,17.9,NA,1,NA,"West Virginia",2011
1580,2.30334,25.8,NA,0,NA,"Wisconsin",2011
1581,0.552187,14.4,NA,0,NA,"Wyoming",2011
1582,0.424865,13.6,NA,NA,NA,"Alabama",2012
1583,1.65126,25,NA,NA,NA,"Alaska",2012
1584,1.77989,33.3,NA,NA,NA,"Arizona",2012
1585,1.17344,22.2,NA,NA,NA,"Arkansas",2012
1586,0.658302,28.3,NA,NA,NA,"California",2012
1587,0.67677,40,NA,NA,NA,"Colorado",2012
1588,2.45912,29.9,NA,NA,NA,"Connecticut",2012
1589,1.43979,25.8,NA,NA,NA,"Delaware",2012
1590,NA,NA,NA,NA,NA,"District of Columbia",2012
1591,1.2998,25.6,NA,NA,NA,"Florida",2012
1592,0.355694,23.7,NA,NA,NA,"Georgia",2012
1593,2.14001,35.5,NA,NA,NA,"Hawaii",2012
1594,0.516955,27.6,NA,NA,NA,"Idaho",2012
1595,1.73475,31.1,NA,NA,NA,"Illinois",2012
1596,0.916798,21.3,NA,NA,NA,"Indiana",2012
1597,1.26128,21.3,NA,NA,NA,"Iowa",2012
1598,0.729363,27.3,NA,NA,NA,"Kansas",2012
1599,0.598807,18.8,NA,NA,NA,"Kentucky",2012
1600,0.358332,11.1,NA,NA,NA,"Louisiana",2012
1601,1.62852,29,NA,NA,NA,"Maine",2012
1602,1.77838,30.9,NA,NA,NA,"Maryland",2012
1603,1.78087,24.5,NA,NA,NA,"Massachusetts",2012
1604,1.79511,20.9,NA,NA,NA,"Michigan",2012
1605,1.07906,32.8,NA,NA,NA,"Minnesota",2012
1606,0.697401,16.1,NA,NA,NA,"Mississippi",2012
1607,0.157293,23.9,NA,NA,NA,"Missouri",2012
1608,1.55363,24,NA,NA,NA,"Montana",2012
1609,0.584787,22.4,NA,NA,NA,"Nebraska",2012
1610,0.671374,25.4,NA,NA,NA,"Nevada",2012
1611,1.28209,24.5,NA,NA,NA,"New Hampshire",2012
1612,1.96292,29.2,NA,NA,NA,"New Jersey",2012
1613,1.50345,27.7,NA,NA,NA,"New Mexico",2012
1614,3.2978,22.2,NA,NA,NA,"New York",2012
1615,0.43439,24.7,NA,NA,NA,"North Carolina",2012
1616,0.406225,15.6,NA,NA,NA,"North Dakota",2012
1617,1.14194,23.5,NA,NA,NA,"Ohio",2012
1618,1.05072,12.8,NA,NA,NA,"Oklahoma",2012
1619,0.981376,28.9,NA,NA,NA,"Oregon",2012
1620,1.32573,17,NA,NA,NA,"Pennsylvania",2012
1621,2.67273,25.7,NA,NA,NA,"Rhode Island",2012
1622,0.561054,10,NA,NA,NA,"South Carolina",2012
1623,1.40753,20,NA,NA,NA,"South Dakota",2012
1624,0.612318,18.2,NA,NA,NA,"Tennessee",2012
1625,1.43206,21,NA,NA,NA,"Texas",2012
1626,1.43231,16.3,NA,NA,NA,"Utah",2012
1627,2.0674,38.9,NA,NA,NA,"Vermont",2012
1628,0.278058,17.1,NA,NA,NA,"Virginia",2012
1629,2.43743,32,NA,NA,NA,"Washington",2012
1630,0.558886,17.9,NA,NA,NA,"West Virginia",2012
1631,2.25596,24.2,NA,NA,NA,"Wisconsin",2012
1632,0.54083,15.6,NA,NA,NA,"Wyoming",2012
1633,0.416535,13.6,NA,NA,NA,"Alabama",2013
1634,1.61888,28.3,NA,NA,NA,"Alaska",2013
1635,1.74499,35.6,NA,NA,NA,"Arizona",2013
1636,1.15043,17,NA,NA,NA,"Arkansas",2013
1637,0.645394,26.7,NA,NA,NA,"California",2013
1638,0.6635,41,NA,NA,NA,"Colorado",2013
1639,2.4109,29.4,NA,NA,NA,"Connecticut",2013
1640,1.41156,25.8,NA,NA,NA,"Delaware",2013
1641,NA,NA,NA,NA,NA,"District of Columbia",2013
1642,1.27431,25.6,NA,NA,NA,"Florida",2013
1643,0.34872,22.5,NA,NA,NA,"Georgia",2013
1644,2.09805,30.3,NA,NA,NA,"Hawaii",2013
1645,0.506819,25.7,NA,NA,NA,"Idaho",2013
1646,1.70073,31.1,NA,NA,NA,"Illinois",2013
1647,0.898822,20.7,NA,NA,NA,"Indiana",2013
1648,1.23655,23.3,NA,NA,NA,"Iowa",2013
1649,0.715062,23.6,NA,NA,NA,"Kansas",2013
1650,0.587066,17.4,NA,NA,NA,"Kentucky",2013
1651,0.351305,11.8,NA,NA,NA,"Louisiana",2013
1652,1.59658,29.6,NA,NA,NA,"Maine",2013
1653,1.74351,30.3,NA,NA,NA,"Maryland",2013
1654,2.44155,25.5,NA,NA,NA,"Massachusetts",2013
1655,1.75991,18.9,NA,NA,NA,"Michigan",2013
1656,2.43403,33.8,NA,NA,NA,"Minnesota",2013
1657,0.683726,17.8,NA,NA,NA,"Mississippi",2013
1658,0.154209,21.8,NA,NA,NA,"Missouri",2013
1659,1.52317,27.3,NA,NA,NA,"Montana",2013
1660,0.573321,20.4,NA,NA,NA,"Nebraska",2013
1661,0.65821,28.6,NA,NA,NA,"Nevada",2013
1662,1.33177,33.5,NA,NA,NA,"New Hampshire",2013
1663,1.92443,29.2,NA,NA,NA,"New Jersey",2013
1664,1.47397,27.7,NA,NA,NA,"New Mexico",2013
1665,3.23314,22.1,NA,NA,NA,"New York",2013
1666,0.425873,21.8,NA,NA,NA,"North Carolina",2013
1667,0.39826,17,NA,NA,NA,"North Dakota",2013
1668,1.11955,23.5,NA,NA,NA,"Ohio",2013
1669,1.03012,13.4,NA,NA,NA,"Oklahoma",2013
1670,1.06813,27.8,NA,NA,NA,"Oregon",2013
1671,1.29973,17.8,NA,NA,NA,"Pennsylvania",2013
1672,2.62033,26.5,NA,NA,NA,"Rhode Island",2013
1673,0.550053,12.9,NA,NA,NA,"South Carolina",2013
1674,1.37993,22.9,NA,NA,NA,"South Dakota",2013
1675,0.600312,16.7,NA,NA,NA,"Tennessee",2013
1676,1.40398,21,NA,NA,NA,"Texas",2013
1677,1.40423,16.3,NA,NA,NA,"Utah",2013
1678,2.02687,41.1,NA,NA,NA,"Vermont",2013
1679,0.272606,17.9,NA,NA,NA,"Virginia",2013
1680,2.38963,32,NA,NA,NA,"Washington",2013
1681,0.547927,16.4,NA,NA,NA,"West Virginia",2013
1682,2.21173,25.8,NA,NA,NA,"Wisconsin",2013
1683,0.530225,16.7,NA,NA,NA,"Wyoming",2013
1684,0.408367,14.3,NA,NA,NA,"Alabama",2014
1685,1.58714,26.7,NA,NA,NA,"Alaska",2014
1686,1.71077,35.6,NA,NA,NA,"Arizona",2014
1687,1.12787,17,NA,NA,NA,"Arkansas",2014
1688,0.632739,26.7,NA,NA,NA,"California",2014
1689,0.65049,41,NA,NA,NA,"Colorado",2014
1690,2.36363,29.4,NA,NA,NA,"Connecticut",2014
1691,1.38389,25.8,NA,NA,NA,"Delaware",2014
1692,NA,NA,NA,NA,NA,"District of Columbia",2014
1693,1.24932,25.6,NA,NA,NA,"Florida",2014
1694,0.341882,22.5,NA,NA,NA,"Georgia",2014
1695,2.05691,30.3,NA,NA,NA,"Hawaii",2014
1696,0.496881,26.7,NA,NA,NA,"Idaho",2014
1697,1.66739,32.2,NA,NA,NA,"Illinois",2014
1698,0.881198,20.7,NA,NA,NA,"Indiana",2014
1699,1.2123,23.3,NA,NA,NA,"Iowa",2014
1700,0.701041,25.5,NA,NA,NA,"Kansas",2014
1701,0.575555,18.1,NA,NA,NA,"Kentucky",2014
1702,0.344417,12.5,NA,NA,NA,"Louisiana",2014
1703,1.56528,29.6,NA,NA,NA,"Maine",2014
1704,1.70932,30.3,NA,NA,NA,"Maryland",2014
1705,2.39368,25,NA,NA,NA,"Massachusetts",2014
1706,1.7254,18.9,NA,NA,NA,"Michigan",2014
1707,2.3863,33.8,NA,NA,NA,"Minnesota",2014
1708,0.67032,17.2,NA,NA,NA,"Mississippi",2014
1709,0.151185,22.3,NA,NA,NA,"Missouri",2014
1710,1.4933,27.3,NA,NA,NA,"Montana",2014
1711,0.562079,20.4,NA,NA,NA,"Nebraska",2014
1712,0.645304,27,NA,NA,NA,"Nevada",2014
1713,1.30566,32.8,NA,NA,NA,"New Hampshire",2014
1714,1.8867,30.8,NA,NA,NA,"New Jersey",2014
1715,1.44507,28.6,NA,NA,NA,"New Mexico",2014
1716,3.16974,20.7,NA,NA,NA,"New York",2014
1717,0.417522,21.8,NA,NA,NA,"North Carolina",2014
1718,0.390451,17.7,NA,NA,NA,"North Dakota",2014
1719,1.09759,23.5,NA,NA,NA,"Ohio",2014
1720,1.00992,13.4,NA,NA,NA,"Oklahoma",2014
1721,1.04719,31.1,NA,NA,NA,"Oregon",2014
1722,1.27425,17.8,NA,NA,NA,"Pennsylvania",2014
1723,2.56895,26.5,NA,NA,NA,"Rhode Island",2014
1724,0.539267,12.9,NA,NA,NA,"South Carolina",2014
1725,1.35287,21.9,NA,NA,NA,"South Dakota",2014
1726,0.588541,16.7,NA,NA,NA,"Tennessee",2014
1727,1.37645,21.5,NA,NA,NA,"Texas",2014
1728,1.37669,16.3,NA,NA,NA,"Utah",2014
1729,2.08572,39.4,NA,NA,NA,"Vermont",2014
1730,0.267261,17.1,NA,NA,NA,"Virginia",2014
1731,2.34278,32.7,NA,NA,NA,"Washington",2014
1732,0.537183,16.4,NA,NA,NA,"West Virginia",2014
1733,2.16836,25.8,NA,NA,NA,"Wisconsin",2014
1734,0.519828,15.6,NA,NA,NA,"Wyoming",2014
1735,NA,14.3,NA,NA,NA,"Alabama",2015
1736,NA,28.3,NA,NA,NA,"Alaska",2015
1737,NA,35.6,NA,NA,NA,"Arizona",2015
1738,NA,20,NA,NA,NA,"Arkansas",2015
1739,NA,25.8,NA,NA,NA,"California",2015
1740,NA,42,NA,NA,NA,"Colorado",2015
1741,NA,28.3,NA,NA,NA,"Connecticut",2015
1742,NA,24.2,NA,NA,NA,"Delaware",2015
1743,NA,NA,NA,NA,NA,"District of Columbia",2015
1744,NA,25,NA,NA,NA,"Florida",2015
1745,NA,23.7,NA,NA,NA,"Georgia",2015
1746,NA,28.9,NA,NA,NA,"Hawaii",2015
1747,NA,27.6,NA,NA,NA,"Idaho",2015
1748,NA,32.8,NA,NA,NA,"Illinois",2015
1749,NA,20.7,NA,NA,NA,"Indiana",2015
1750,NA,22.7,NA,NA,NA,"Iowa",2015
1751,NA,24.8,NA,NA,NA,"Kansas",2015
1752,NA,16.7,NA,NA,NA,"Kentucky",2015
1753,NA,12.5,NA,NA,NA,"Louisiana",2015
1754,NA,29,NA,NA,NA,"Maine",2015
1755,NA,31.9,NA,NA,NA,"Maryland",2015
1756,NA,25,NA,NA,NA,"Massachusetts",2015
1757,NA,20.3,NA,NA,NA,"Michigan",2015
1758,NA,33.8,NA,NA,NA,"Minnesota",2015
1759,NA,17.2,NA,NA,NA,"Mississippi",2015
1760,NA,24.9,NA,NA,NA,"Missouri",2015
1761,NA,31.3,NA,NA,NA,"Montana",2015
1762,NA,22.4,NA,NA,NA,"Nebraska",2015
1763,NA,33.3,NA,NA,NA,"Nevada",2015
1764,NA,28.8,NA,NA,NA,"New Hampshire",2015
1765,NA,30.8,NA,NA,NA,"New Jersey",2015
1766,NA,26.8,NA,NA,NA,"New Mexico",2015
1767,NA,25.8,NA,NA,NA,"New York",2015
1768,NA,22.4,NA,NA,NA,"North Carolina",2015
1769,NA,19.1,NA,NA,NA,"North Dakota",2015
1770,NA,25,NA,NA,NA,"Ohio",2015
1771,NA,14.1,NA,NA,NA,"Oklahoma",2015
1772,NA,31.1,NA,NA,NA,"Oregon",2015
1773,NA,19,NA,NA,NA,"Pennsylvania",2015
1774,NA,27.4,NA,NA,NA,"Rhode Island",2015
1775,NA,14.1,NA,NA,NA,"South Carolina",2015
1776,NA,21,NA,NA,NA,"South Dakota",2015
1777,NA,17.4,NA,NA,NA,"Tennessee",2015
1778,NA,19.9,NA,NA,NA,"Texas",2015
1779,NA,15.4,NA,NA,NA,"Utah",2015
1780,NA,41.1,NA,NA,NA,"Vermont",2015
1781,NA,17.1,NA,NA,NA,"Virginia",2015
1782,NA,34,NA,NA,NA,"Washington",2015
1783,NA,14.9,NA,NA,NA,"West Virginia",2015
1784,NA,25.8,NA,NA,NA,"Wisconsin",2015
1785,NA,13.3,NA,NA,NA,"Wyoming",2015
1786,NA,14.3,NA,NA,NA,"Alabama",2016
1787,NA,30,NA,NA,NA,"Alaska",2016
1788,NA,35.6,NA,NA,NA,"Arizona",2016
1789,NA,20,NA,NA,NA,"Arkansas",2016
1790,NA,25,NA,NA,NA,"California",2016
1791,NA,42,NA,NA,NA,"Colorado",2016
1792,NA,27.8,NA,NA,NA,"Connecticut",2016
1793,NA,24.2,NA,NA,NA,"Delaware",2016
1794,NA,NA,NA,NA,NA,"District of Columbia",2016
1795,NA,25,NA,NA,NA,"Florida",2016
1796,NA,24.6,NA,NA,NA,"Georgia",2016
1797,NA,28.9,NA,NA,NA,"Hawaii",2016
1798,NA,27.6,NA,NA,NA,"Idaho",2016
1799,NA,32.8,NA,NA,NA,"Illinois",2016
1800,NA,20.7,NA,NA,NA,"Indiana",2016
1801,NA,22.7,NA,NA,NA,"Iowa",2016
1802,NA,23.6,NA,NA,NA,"Kansas",2016
1803,NA,15.9,NA,NA,NA,"Kentucky",2016
1804,NA,15.3,NA,NA,NA,"Louisiana",2016
1805,NA,29.6,NA,NA,NA,"Maine",2016
1806,NA,31.9,NA,NA,NA,"Maryland",2016
1807,NA,25,NA,NA,NA,"Massachusetts",2016
1808,NA,20.3,NA,NA,NA,"Michigan",2016
1809,NA,33.3,NA,NA,NA,"Minnesota",2016
1810,NA,13.2,NA,NA,NA,"Mississippi",2016
1811,NA,24.9,NA,NA,NA,"Missouri",2016
1812,NA,31.3,NA,NA,NA,"Montana",2016
1813,NA,22.4,NA,NA,NA,"Nebraska",2016
1814,NA,31.7,NA,NA,NA,"Nevada",2016
1815,NA,28.3,NA,NA,NA,"New Hampshire",2016
1816,NA,30,NA,NA,NA,"New Jersey",2016
1817,NA,25.9,NA,NA,NA,"New Mexico",2016
1818,NA,25.8,NA,NA,NA,"New York",2016
1819,NA,22.9,NA,NA,NA,"North Carolina",2016
1820,NA,19.1,NA,NA,NA,"North Dakota",2016
1821,NA,25,NA,NA,NA,"Ohio",2016
1822,NA,14.1,NA,NA,NA,"Oklahoma",2016
1823,NA,31.1,NA,NA,NA,"Oregon",2016
1824,NA,18.6,NA,NA,NA,"Pennsylvania",2016
1825,NA,27.4,NA,NA,NA,"Rhode Island",2016
1826,NA,14.1,NA,NA,NA,"South Carolina",2016
1827,NA,21,NA,NA,NA,"South Dakota",2016
1828,NA,16.7,NA,NA,NA,"Tennessee",2016
1829,NA,19.9,NA,NA,NA,"Texas",2016
1830,NA,15.4,NA,NA,NA,"Utah",2016
1831,NA,41.1,NA,NA,NA,"Vermont",2016
1832,NA,19.3,NA,NA,NA,"Virginia",2016
1833,NA,34,NA,NA,NA,"Washington",2016
1834,NA,14.9,NA,NA,NA,"West Virginia",2016
1835,NA,25.8,NA,NA,NA,"Wisconsin",2016
1836,NA,13.3,NA,NA,NA,"Wyoming",2016
